"Description","DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","PasswordLastSet","SamAccountName","SID","UserPrincipalName"
"Henna Rashid","CN=NB16538,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb16538.moorfields.nhs.uk","True","NB16538","computer","67cacfce-df34-4a70-9cfd-0163790355b3","05/11/2020 08:24:30","NB16538$","S-1-5-21-563353728-1466834001-1008150880-65419",
,"CN=NB16560,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16560.moorfields.nhs.uk","True","NB16560","computer","1a566627-cc53-4e28-8c47-1f4d83969c48","12/10/2020 07:58:30","NB16560$","S-1-5-21-563353728-1466834001-1008150880-63312",
,"CN=NB16566,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16566.moorfields.nhs.uk","True","NB16566","computer","882ace66-b685-4e6d-9386-0687cec328a9","08/10/2020 09:00:44","NB16566$","S-1-5-21-563353728-1466834001-1008150880-62478",
,"CN=NB16619,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16619.moorfields.nhs.uk","True","NB16619","computer","7083f3d3-2761-4265-9f65-80f1fb966cf4","10/10/2020 03:46:21","NB16619$","S-1-5-21-563353728-1466834001-1008150880-62105",
,"CN=NB16746,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16746.moorfields.nhs.uk","True","NB16746","computer","58a8775f-f941-4d0a-abe5-8987ad0cc65f","08/10/2020 08:21:01","NB16746$","S-1-5-21-563353728-1466834001-1008150880-63310",
,"CN=NB16747,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16747.moorfields.nhs.uk","True","NB16747","computer","54318528-4ddb-4aaa-bbd3-af19ca682ebb","06/10/2020 11:40:02","NB16747$","S-1-5-21-563353728-1466834001-1008150880-61688",
,"CN=NB16798,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb16798.moorfields.nhs.uk","True","NB16798","computer","b570d889-7b1f-4b9b-aab9-a85d5efe77a3","03/11/2020 11:33:30","NB16798$","S-1-5-21-563353728-1466834001-1008150880-62494",
"NB16811 - Donna Flatt - 1st floor Kemp House","CN=NB16811,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16811.moorfields.nhs.uk","True","NB16811","computer","0c9b57f7-22c1-4aca-9c5f-77549f6070ee","27/10/2020 06:17:09","NB16811$","S-1-5-21-563353728-1466834001-1008150880-63383",
,"CN=NB16844,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16844.moorfields.nhs.uk","True","NB16844","computer","9ae2de12-2df7-4ecd-8bcb-66c306db2c2d","30/10/2020 09:10:14","NB16844$","S-1-5-21-563353728-1466834001-1008150880-63384",
,"CN=NB16845,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16845.moorfields.nhs.uk","True","NB16845","computer","13d65b9e-74b8-4fd7-bed4-68bbaaab62fd","15/10/2020 11:04:12","NB16845$","S-1-5-21-563353728-1466834001-1008150880-62557",
,"CN=NB16847,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16847.moorfields.nhs.uk","True","NB16847","computer","9f7dff1a-433f-4361-8876-57c515e0e6be","19/10/2020 08:10:16","NB16847$","S-1-5-21-563353728-1466834001-1008150880-61805",
,"CN=NB16848,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16848.moorfields.nhs.uk","True","NB16848","computer","81bee6ad-b1b5-4245-97d8-cdcdacc14065","02/11/2020 08:58:52","NB16848$","S-1-5-21-563353728-1466834001-1008150880-63427",
,"CN=NB16849,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16849.moorfields.nhs.uk","True","NB16849","computer","4356ca38-25e9-4649-8e92-491447a6ec13","07/10/2020 23:55:35","NB16849$","S-1-5-21-563353728-1466834001-1008150880-62596",
,"CN=NB16870,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16870.moorfields.nhs.uk","True","NB16870","computer","b9f03f42-4c4e-4674-9583-c431eaebb644","26/10/2020 08:26:41","NB16870$","S-1-5-21-563353728-1466834001-1008150880-62174",
,"CN=NB16872,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16872.moorfields.nhs.uk","True","NB16872","computer","a8a9c3c0-4d55-4f94-9a39-3e02d37da6cb","08/10/2020 09:23:56","NB16872$","S-1-5-21-563353728-1466834001-1008150880-61743",
,"CN=NB16873,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16873.moorfields.nhs.uk","True","NB16873","computer","0f93b965-ebee-4d77-b0db-aacdb4035092","09/10/2020 07:10:37","NB16873$","S-1-5-21-563353728-1466834001-1008150880-63388",
"NB16874 - Caherine Burns","CN=NB16874,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16874.moorfields.nhs.uk","True","NB16874","computer","d42e3c1e-7b7e-4fa5-998c-86211acaa82c","03/11/2020 07:50:44","NB16874$","S-1-5-21-563353728-1466834001-1008150880-63387",
,"CN=NB16875,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16875.moorfields.nhs.uk","True","NB16875","computer","5f2594db-789e-41c5-8892-6fd179aa8c23","19/10/2020 08:38:36","NB16875$","S-1-5-21-563353728-1466834001-1008150880-62175",
,"CN=NB16876,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16876.moorfields.nhs.uk","True","NB16876","computer","7037a21a-92df-43df-93b9-2a44bbc175c3","05/11/2020 07:39:16","NB16876$","S-1-5-21-563353728-1466834001-1008150880-64005",
,"CN=NB16877,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16877.moorfields.nhs.uk","True","NB16877","computer","ca333239-3662-459e-8199-36caed7fe8ee","06/10/2020 09:06:45","NB16877$","S-1-5-21-563353728-1466834001-1008150880-62563",
,"CN=NB16878,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16878.moorfields.nhs.uk","True","NB16878","computer","a936d188-80f5-4a0d-9a98-a010cdd19022","15/10/2020 09:12:22","NB16878$","S-1-5-21-563353728-1466834001-1008150880-63679",
,"CN=NB16879,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16879.moorfields.nhs.uk","True","NB16879","computer","2c0db440-4492-4e1a-b5bc-a60e0d1c219a","17/10/2020 19:40:10","NB16879$","S-1-5-21-563353728-1466834001-1008150880-62564",
,"CN=NB16881,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16881.moorfields.nhs.uk","True","NB16881","computer","5a0a6827-6555-4290-9bd8-5ea1847e5b3e","26/10/2020 08:27:06","NB16881$","S-1-5-21-563353728-1466834001-1008150880-62178",
,"CN=NB16882,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16882.moorfields.nhs.uk","True","NB16882","computer","930dde94-c426-452e-b7c1-ee25bbd8889f","14/10/2020 10:57:43","NB16882$","S-1-5-21-563353728-1466834001-1008150880-61745",
,"CN=NB16883,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16883.moorfields.nhs.uk","True","NB16883","computer","ec8ac4f8-7d2f-43cc-92ec-ade90fa11f37","02/11/2020 17:10:59","NB16883$","S-1-5-21-563353728-1466834001-1008150880-63389",
,"CN=NB16884,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16884.moorfields.nhs.uk","True","NB16884","computer","cee1e46f-2192-43f0-b309-a8f7c996af2b","09/10/2020 12:52:48","NB16884$","S-1-5-21-563353728-1466834001-1008150880-61744",
,"CN=NB16885,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16885.moorfields.nhs.uk","True","NB16885","computer","f09c5c69-11e0-47ab-9b2c-ecade38cea61","24/09/2020 23:56:34","NB16885$","S-1-5-21-563353728-1466834001-1008150880-62565",
,"CN=NB16887,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16887.moorfields.nhs.uk","True","NB16887","computer","0513b66c-0062-4602-a852-b2067db0c81f","08/10/2020 11:32:56","NB16887$","S-1-5-21-563353728-1466834001-1008150880-62181",
,"CN=NB16888,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16888.moorfields.nhs.uk","True","NB16888","computer","ceff7086-ca46-42be-9614-a08a2aa92db2","13/10/2020 12:39:46","NB16888$","S-1-5-21-563353728-1466834001-1008150880-61746",
,"CN=NB16889,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16889.moorfields.nhs.uk","True","NB16889","computer","c00e2ada-d0b2-4807-9504-ddd0cf3733f2","26/10/2020 08:02:20","NB16889$","S-1-5-21-563353728-1466834001-1008150880-63390",
,"CN=NB16891,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16891.moorfields.nhs.uk","True","NB16891","computer","e25ce189-0651-4bdc-b327-5dd9f80deab1","05/11/2020 07:57:25","NB16891$","S-1-5-21-563353728-1466834001-1008150880-63391",
,"CN=NB16892,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16892.moorfields.nhs.uk","True","NB16892","computer","09db4813-ea4c-4003-b6ea-d8d3ff8cb9b8","16/10/2020 08:12:09","NB16892$","S-1-5-21-563353728-1466834001-1008150880-63981",
,"CN=NB16893,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16893.moorfields.nhs.uk","True","NB16893","computer","fc1cc7cc-e465-49ce-8214-f97c53dc3fe5","24/10/2020 09:16:09","NB16893$","S-1-5-21-563353728-1466834001-1008150880-62566",
"NB16894 - Soner Mehmet","CN=NB16894,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16894.moorfields.nhs.uk","True","NB16894","computer","9ffe9233-4ac5-41c0-ab1e-4375dbd31403","15/10/2020 14:13:01","NB16894$","S-1-5-21-563353728-1466834001-1008150880-61748",
,"CN=NB16895,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16895.moorfields.nhs.uk","True","NB16895","computer","48486800-f989-496d-b985-d5f4c5e49d1a","02/11/2020 08:15:28","NB16895$","S-1-5-21-563353728-1466834001-1008150880-62182",
,"CN=NB16897,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16897.moorfields.nhs.uk","True","NB16897","computer","1207c650-a11a-48f5-a060-f898f5b933cf","29/10/2020 09:58:45","NB16897$","S-1-5-21-563353728-1466834001-1008150880-63392",
,"CN=NB16899,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16899.moorfields.nhs.uk","True","NB16899","computer","935e360a-25f6-4790-9680-5df25e5173a6","26/10/2020 08:01:54","NB16899$","S-1-5-21-563353728-1466834001-1008150880-62569",
"St Georges ICLIP laptop","CN=NB16900,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16900.moorfields.nhs.uk","True","NB16900","computer","d93d4a53-e32b-4831-b372-e4eb1ea2cb45","16/10/2020 08:46:31","NB16900$","S-1-5-21-563353728-1466834001-1008150880-62183",
,"CN=NB16902,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16902.moorfields.nhs.uk","True","NB16902","computer","70a28a83-63f8-44af-b557-206bf4ed949a","28/10/2020 15:46:33","NB16902$","S-1-5-21-563353728-1466834001-1008150880-63394",
"NB16903 - Terry Simmons - 1st floor Kemp House","CN=NB16903,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16903.moorfields.nhs.uk","True","NB16903","computer","4f59d56a-eb27-4d8c-88d1-29a757e037c8","08/10/2020 09:22:50","NB16903$","S-1-5-21-563353728-1466834001-1008150880-61751",
,"CN=NB16905,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16905.moorfields.nhs.uk","True","NB16905","computer","b8284a8d-4f6d-451b-af80-36fb365a8c91","24/10/2020 00:37:52","NB16905$","S-1-5-21-563353728-1466834001-1008150880-62184",
,"CN=NB16906,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16906.moorfields.nhs.uk","True","NB16906","computer","ffbce400-453f-4e64-ae5b-2e11965ae948","30/10/2020 11:00:07","NB16906$","S-1-5-21-563353728-1466834001-1008150880-62571",
,"CN=NB16908,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16908.moorfields.nhs.uk","True","NB16908","computer","073b03d4-8cac-41e0-b2f6-3c6abf9d9ced","16/10/2020 08:31:34","NB16908$","S-1-5-21-563353728-1466834001-1008150880-61749",
,"CN=NB16909,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16909.moorfields.nhs.uk","True","NB16909","computer","9b162f30-a84e-410a-9549-9b1db537eaa5","19/10/2020 08:55:28","NB16909$","S-1-5-21-563353728-1466834001-1008150880-62581",
,"CN=NB16910,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16910.moorfields.nhs.uk","True","NB16910","computer","5d3c3c43-cbce-45ea-8759-96e6ee0d2b05","04/11/2020 12:35:10","NB16910$","S-1-5-21-563353728-1466834001-1008150880-63406",
,"CN=NB16911,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16911.moorfields.nhs.uk","True","NB16911","computer","3caa5cfc-a489-4b2b-9725-43e9ae8de57b","26/10/2020 08:51:13","NB16911$","S-1-5-21-563353728-1466834001-1008150880-62582",
,"CN=NB16912,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16912.moorfields.nhs.uk","True","NB16912","computer","0a4d7981-8f02-4380-a9b9-cb3420c47667","22/10/2020 08:41:21","NB16912$","S-1-5-21-563353728-1466834001-1008150880-63405",
,"CN=NB16913,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16913.moorfields.nhs.uk","True","NB16913","computer","b79985cb-98b1-4d30-b8ac-89cff38487fd","12/10/2020 08:24:38","NB16913$","S-1-5-21-563353728-1466834001-1008150880-62583",
,"CN=NB16915,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16915.moorfields.nhs.uk","True","NB16915","computer","2b4eb99e-5812-4eae-b205-611ef6d3e592","15/10/2020 08:26:17","NB16915$","S-1-5-21-563353728-1466834001-1008150880-63408",
,"CN=NB16916,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16916.moorfields.nhs.uk","True","NB16916","computer","65552b62-da52-4c4f-902b-1a0817bbecac","02/11/2020 08:46:44","NB16916$","S-1-5-21-563353728-1466834001-1008150880-61785",
,"CN=NB16930,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB16930.moorfields.nhs.uk","True","NB16930","computer","b6791022-335f-406e-8a06-c4c26c7a5341","22/10/2020 00:46:35","NB16930$","S-1-5-21-563353728-1466834001-1008150880-63430",
,"CN=NB16931,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb16931.moorfields.nhs.uk","True","NB16931","computer","5b7845ac-1452-4291-872c-fbf4a82c45f7","09/10/2020 09:33:56","NB16931$","S-1-5-21-563353728-1466834001-1008150880-63809",
,"CN=NB17019,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17019.moorfields.nhs.uk","True","NB17019","computer","c27724ff-7eb1-4f37-a2c8-b2d96394ddb1","20/10/2020 09:23:45","NB17019$","S-1-5-21-563353728-1466834001-1008150880-63873",
,"CN=NB17103,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17103.moorfields.nhs.uk","True","NB17103","computer","78816f3e-f834-4325-a9b6-e679f875be6e","21/10/2020 09:08:46","NB17103$","S-1-5-21-563353728-1466834001-1008150880-64322",
,"CN=NB17105,OU=FortiClient-Admin,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17105.moorfields.nhs.uk","True","NB17105","computer","a8cafbd4-41bd-45d8-9960-aac60df7096f","12/10/2020 09:58:28","NB17105$","S-1-5-21-563353728-1466834001-1008150880-64331",
,"CN=NB17108,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17108.moorfields.nhs.uk","True","NB17108","computer","c386d26b-c9be-46a9-a63a-863a2a43b52e","29/10/2020 04:44:51","NB17108$","S-1-5-21-563353728-1466834001-1008150880-64345",
,"CN=NB17109,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17109.moorfields.nhs.uk","True","NB17109","computer","6781b9dc-3ac1-4195-a720-e69ce9ea481c","12/10/2020 10:00:55","NB17109$","S-1-5-21-563353728-1466834001-1008150880-63680",
,"CN=NB17122,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17122.moorfields.nhs.uk","True","NB17122","computer","fd7f4ab4-0cd8-41fb-b0be-0534b3061f73","16/10/2020 13:56:24","NB17122$","S-1-5-21-563353728-1466834001-1008150880-64379",
,"CN=NB17150,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17150.moorfields.nhs.uk","True","NB17150","computer","e0138067-3345-4c85-bf2c-c4872160a435","30/10/2020 18:03:40","NB17150$","S-1-5-21-563353728-1466834001-1008150880-62751",
,"CN=NB17152,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17152.moorfields.nhs.uk","True","NB17152","computer","f849a87d-f2e5-4d2f-82fb-baaa6300ae3a","05/11/2020 09:26:47","NB17152$","S-1-5-21-563353728-1466834001-1008150880-63880",
,"CN=NB17154,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17154.moorfields.nhs.uk","True","NB17154","computer","b4f4e654-0045-468e-8f4d-580732cb4e20","07/10/2020 11:29:09","NB17154$","S-1-5-21-563353728-1466834001-1008150880-63574",
,"CN=NB17155,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17155.moorfields.nhs.uk","True","NB17155","computer","f7939e71-eb1c-43b1-8fcf-c4ab46810a4b","15/10/2020 08:16:22","NB17155$","S-1-5-21-563353728-1466834001-1008150880-63575",
,"CN=NB17156,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17156.moorfields.nhs.uk","True","NB17156","computer","728d2273-eb9a-4eb2-89aa-6e7bb0043ba1","08/10/2020 09:29:19","NB17156$","S-1-5-21-563353728-1466834001-1008150880-62276",
,"CN=NB17296,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17296.moorfields.nhs.uk","True","NB17296","computer","1d093a5b-ec3c-4639-8ce3-0452a691f342","22/10/2020 16:59:39","NB17296$","S-1-5-21-563353728-1466834001-1008150880-64004",
,"CN=NB17299,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17299.moorfields.nhs.uk","True","NB17299","computer","b03094b0-4568-421d-8bce-3d1e4f3789ea","19/10/2020 09:20:14","NB17299$","S-1-5-21-563353728-1466834001-1008150880-64865",
,"CN=NB17327,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17327.moorfields.nhs.uk","True","NB17327","computer","538d0783-4723-4a7d-a3b4-f41ae51bac5a","14/10/2020 15:45:32","NB17327$","S-1-5-21-563353728-1466834001-1008150880-64679",
"NB17330 - MEH - Helen Essex","CN=NB17330,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17330.moorfields.nhs.uk","True","NB17330","computer","c42ff1c3-475b-4112-b23a-9390b8c8ebb8","18/10/2020 16:38:44","NB17330$","S-1-5-21-563353728-1466834001-1008150880-64042",
,"CN=NB17333,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17333.moorfields.nhs.uk","True","NB17333","computer","c0d95ed7-bd7b-481e-b58f-3b7c0aa2c2dd","02/11/2020 11:28:48","NB17333$","S-1-5-21-563353728-1466834001-1008150880-64514",
,"CN=NB17335,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17335.moorfields.nhs.uk","True","NB17335","computer","bfda72e9-8d98-4d32-bdef-aa2d364a3d8a","09/10/2020 17:25:16","NB17335$","S-1-5-21-563353728-1466834001-1008150880-65017",
,"CN=NB17336,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","Nb17336.moorfields.nhs.uk","True","NB17336","computer","9cefeddd-ea51-471e-a5b3-c2af66076478","20/10/2020 13:29:19","NB17336$","S-1-5-21-563353728-1466834001-1008150880-66922",
"NB17337 - MEH - Scott Hau","CN=NB17337,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17337.moorfields.nhs.uk","True","NB17337","computer","6be6f084-cedf-465a-8c35-1a76efad6c6e","14/10/2020 23:02:48","NB17337$","S-1-5-21-563353728-1466834001-1008150880-64970",
,"CN=NB17610,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17610.moorfields.nhs.uk","True","NB17610","computer","f70739a6-d4a0-4050-9f58-bde3dee997e2","28/10/2020 12:23:45","NB17610$","S-1-5-21-563353728-1466834001-1008150880-66373",
,"CN=NB17611,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17611.moorfields.nhs.uk","True","NB17611","computer","5a719228-06d8-49b1-9fd0-b2c08b5ba88c","15/10/2020 08:26:58","NB17611$","S-1-5-21-563353728-1466834001-1008150880-66376",
,"CN=NB17612,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17612.moorfields.nhs.uk","True","NB17612","computer","f49511ac-8820-4e94-a3b5-47373e675211","08/10/2020 11:45:15","NB17612$","S-1-5-21-563353728-1466834001-1008150880-65607",
"NB17613 - MEH","CN=NB17613,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17613.moorfields.nhs.uk","True","NB17613","computer","7167e8e0-6b74-4fbd-a6a6-de4cb01fe658","20/10/2020 14:37:38","NB17613$","S-1-5-21-563353728-1466834001-1008150880-66923",
,"CN=NB17614,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17614.moorfields.nhs.uk","True","NB17614","computer","ac3643ac-7106-4148-9873-2627cd7a6f6d","29/10/2020 09:15:47","NB17614$","S-1-5-21-563353728-1466834001-1008150880-65861",
,"CN=NB17615,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17615.moorfields.nhs.uk","True","NB17615","computer","3e1a019c-9837-4605-9a7a-04b69b9819c8","15/10/2020 16:07:48","NB17615$","S-1-5-21-563353728-1466834001-1008150880-65860",
"NB17616 - MEH - Maurren Best","CN=NB17616,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17616.moorfields.nhs.uk","True","NB17616","computer","615d7085-ff4b-4fe0-b8ca-873fe751533a","12/10/2020 10:20:17","NB17616$","S-1-5-21-563353728-1466834001-1008150880-65169",
,"CN=NB17617,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb17617.moorfields.nhs.uk","True","NB17617","computer","68a543b3-646a-4c46-8cc5-fee203c12535","26/10/2020 08:52:37","NB17617$","S-1-5-21-563353728-1466834001-1008150880-64580",
"Andy Smith","CN=NB17618,OU=FortiClient-Test,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb17618.moorfields.nhs.uk","True","NB17618","computer","21c7f766-6211-4971-becd-1a5b16a2d8bf","15/10/2020 07:09:08","NB17618$","S-1-5-21-563353728-1466834001-1008150880-64090",
,"CN=NB17619,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17619.moorfields.nhs.uk","True","NB17619","computer","e1afda67-05b9-45f1-9f58-351c3ac05f8f","10/10/2020 12:21:37","NB17619$","S-1-5-21-563353728-1466834001-1008150880-65608",
,"CN=NB17640,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb17640.moorfields.nhs.uk","True","NB17640","computer","d74a7b54-8de7-4bd0-90a0-e5b3ee16d781","21/10/2020 12:11:06","NB17640$","S-1-5-21-563353728-1466834001-1008150880-64115",
,"CN=NB17641,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17641.moorfields.nhs.uk","True","NB17641","computer","f3d972a5-fd83-44f2-a06c-d8147cbbb293","16/10/2020 13:28:19","NB17641$","S-1-5-21-563353728-1466834001-1008150880-66374",
,"CN=NB17643,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17643.moorfields.nhs.uk","True","NB17643","computer","653640a0-54b2-427f-978e-4ffff34368f4","27/10/2020 18:16:24","NB17643$","S-1-5-21-563353728-1466834001-1008150880-65609",
,"CN=NB17644,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17644.moorfields.nhs.uk","True","NB17644","computer","ba2ccd3d-5e85-463b-840c-961fc8b26236","18/10/2020 11:42:29","NB17644$","S-1-5-21-563353728-1466834001-1008150880-65613",
,"CN=NB17645,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb17645.moorfields.nhs.uk","True","NB17645","computer","55d62399-8a4c-4ea4-bc93-621c2997f28a","02/11/2020 10:43:13","NB17645$","S-1-5-21-563353728-1466834001-1008150880-65020",
,"CN=NB17646,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17646.moorfields.nhs.uk","True","NB17646","computer","e1050e91-5678-438e-8d3f-0900f3ede538","12/10/2020 10:48:18","NB17646$","S-1-5-21-563353728-1466834001-1008150880-65859",
,"CN=NB17647,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17647.moorfields.nhs.uk","True","NB17647","computer","c5a6a35d-746a-4026-b27c-a1c4138d7c3a","16/10/2020 09:02:44","NB17647$","S-1-5-21-563353728-1466834001-1008150880-65176",
,"CN=NB17648,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","nb17648.moorfields.nhs.uk","True","NB17648","computer","0b96358b-9803-4b0e-b9c7-955c1a4a0788","19/10/2020 08:58:07","NB17648$","S-1-5-21-563353728-1466834001-1008150880-64128",
,"CN=NB17649,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17649.moorfields.nhs.uk","True","NB17649","computer","4673f742-067f-4473-a942-3ebfb6f61b1b","11/10/2020 10:44:13","NB17649$","S-1-5-21-563353728-1466834001-1008150880-65171",
,"CN=NB17650,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17650.moorfields.nhs.uk","True","NB17650","computer","75aa99fe-f936-4bcd-98a2-a5fb1846d3c9","25/10/2020 08:43:54","NB17650$","S-1-5-21-563353728-1466834001-1008150880-66375",
"NB17651 - MEH -","CN=NB17651,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17651.moorfields.nhs.uk","True","NB17651","computer","4cace82d-e378-4f86-9d85-865ab9662074","13/10/2020 16:16:07","NB17651$","S-1-5-21-563353728-1466834001-1008150880-65616",
"NB17670 - MEH - Eun Ok - KIm","CN=NB17670,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17670.moorfields.nhs.uk","True","NB17670","computer","a3640ba9-43c1-48e4-bcfb-f8ed18eb4d64","15/10/2020 12:03:55","NB17670$","S-1-5-21-563353728-1466834001-1008150880-65016",
,"CN=NB17671,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17671.moorfields.nhs.uk","True","NB17671","computer","501adb60-6836-4f97-9559-40e2b88277fc","30/10/2020 09:07:22","NB17671$","S-1-5-21-563353728-1466834001-1008150880-64598",
,"CN=NB17680,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17680.moorfields.nhs.uk","True","NB17680","computer","9827c712-d105-40e3-b45f-b3a446a5e55a","15/10/2020 10:09:05","NB17680$","S-1-5-21-563353728-1466834001-1008150880-64112",
,"CN=NB17681,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17681.moorfields.nhs.uk","True","NB17681","computer","f50e7849-6ac8-41f0-9d4c-42bc23d7f46b","15/10/2020 19:39:23","NB17681$","S-1-5-21-563353728-1466834001-1008150880-65019",
,"CN=NB17683,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17683.moorfields.nhs.uk","True","NB17683","computer","d49425c3-f3cd-4339-80c3-922d6e36ec4e","28/10/2020 09:04:01","NB17683$","S-1-5-21-563353728-1466834001-1008150880-65072",
,"CN=NB17684,OU=Laptops,DC=moorfields,DC=nhs,DC=uk","NB17684.moorfields.nhs.uk","True","NB17684","computer","2bf9be88-f2ee-43de-a444-64a7ac89062f","18/10/2020 00:06:33","NB17684$","S-1-5-21-563353728-1466834001-1008150880-65074",
